Seine-et-Marne;Melun;Quartiers Nord
Seine-et-Marne;Montereau-Fault-Yonne;ZUP de Surville
Yvelines;Carrières-sous-Poissy;Les Grésillons
Yvelines;Montigny-le-Bretonneux;Les Prés
Yvelines;Poissy;Beauregard
Yvelines;Poissy;La Coudraie
Yvelines;Achères;Le Champ de Villars, La Barricade, Les Plantes d'Hennemont
Yvelines;Chanteloup-les-Vignes;La Cité : La Noë, Les Feucherets
Yvelines;Mantes-la-Jolie;Le Val Fourré
Yvelines;Mantes-la-Ville;Merisiers, Plaisance
Yvelines;Sartrouville;Le Plateau, Cité des Indes
Yvelines;Magny-les-Hameaux;Le Buisson
Yvelines;Trappes;Les Merisiers
Yvelines;La Verrière;Le Bois de l'Etang
Yvelines;La Verrière;Quartier Orly Parc
Yvelines;Aubergenville;Cité d'Acosta
Yvelines;Ecquevilly;Cité du Parc
Yvelines;Les Mureaux;Cinq Quartiers : Bécheville, Les Bougimonts, L'Ile de France, La Vigne Blanche, Les Musici
Deux-Sèvres;Niort;Tour Chabot, Gavacherie, Clou Bouchet
Somme;Abbeville;Soleil Levant, Les Bouleaux
Somme;Abbeville;ZAC, L'Espérance (les 200 logements)
Somme;Amiens;Etouvie
Somme;Amiens;Quartier Nord
Somme;Amiens;Quartier Sud Est
Tarn;Albi;Cantepau
Tarn;Albi;Lapanouse, Saint Martin
Tarn;Castres;Aillot, Bisséous
Tarn;Castres;Laden, Petit Train
Tarn;Carmaux;Quartiers Nord : Cambous, Cérou, Europe
Tarn;Aussillon;La Falgalarié
Var;Fréjus;La Gabelle
Var;La Seyne-sur-Mer;Quartiers Est : Les Mouissèques, La Rouve
Var;La Seyne-sur-Mer;ZUP de Berthe
Var;Toulon;Centre Ancien
Var;Toulon;La Beaucaire
Var;Toulon;Le Jonquet, La Baume, Le Guynemer
Var;Toulon;Sainte Musse
Vaucluse;Avignon;Croix des Oiseaux, Saint Chamand
Vaucluse;Avignon;Monclar
Vaucluse;Avignon;Quartiers Est : Saint Jean, Reine Jeanne, Grange d'Orel
Vaucluse;Carpentras;Eléphant, Amandiers
Vaucluse;Carpentras;Pous du Plan
Vaucluse;Orange;Quartiers Nord : Fourchesvieilles, Portail Lançon, Aygues
Vendée;La Roche-sur-Yon;Les Pyramides, Les Forges
Vienne;Châtellerault;Ozon, Les Renardières
Vienne;Poitiers;Bel Air, Poitiers Ouest
Vienne;Poitiers;Bellejouanne, Poitiers Sud
Haute-Vienne;Limoges;Beaubreuil
Haute-Vienne;Limoges;La Bastide
Haute-Vienne;Limoges;Val de l'Aurence
Vosges;Épinal;Bitola
Vosges;Épinal;La Vierge
Vosges;Épinal;Plateau Justice, ZAC, Saut le Cerf
Vosges;Saint-Dié-des-Vosges;Kellermann
Vosges;Saint-Dié-des-Vosges;L'Orme, Saint Roch
Yonne;Avallon;La Morlande
Yonne;Saint-Florentin;La Trecey
Yonne;Auxerre;Quartiers Est
Yonne;Auxerre;Les Brichères
Yonne;Auxerre;Rosoirs
Yonne;Auxerre;Saint Siméon, Sainte Geneviève
Yonne;Sens;Quartiers Est : Les Champs d'Aloup, Les Champs Plaisants, Les Arènes, Les Chaillots
Territoire de Belfort;Belfort;Les Glacis
Territoire de Belfort;Belfort;Les Résidences
Territoire de Belfort;Offemont;Arsot
Essonne;Boussy-Saint-Antoine;Les Buissons, Les Marelles
Essonne;Courcouronnes;Le Canal
Essonne;Etampes;Le Plateau de Guinette
Essonne;Les Ulis;Quartier Ouest
Essonne;Massy;Villaine
Essonne;Corbeil-Essonnes;La Nacelle
Essonne;Corbeil-Essonnes;Les Tarterêts
Essonne;Corbeil-Essonnes;Montconseil
Essonne;Évry;Les Pyramides
Essonne;Évry;Parc aux Lièvres
Essonne;Ris-Orangis;Grand Ensemble du Plateau
Essonne;Draveil;L'Orme des Mazières, Danton
Essonne;Draveil, Vigneux-sur-Seine;Les Bergeries*
Essonne;Montgeron, Vigneux-sur-Seine;La Prairie de l'Oly*
Essonne;Vigneux-sur-Seine;La Croix Blanche
Essonne;Athis-Mons;Le Noyer Renard
Essonne;Fleury-Mérogis;Les Aunettes
Essonne;Grigny;Grigny 2
Essonne;Grigny, Viry-Châtillon;La Grande Borne*
Essonne;Viry-Châtillon;Cilof
Essonne;Sainte-Geneviève-des-Bois;Les Aunettes
Essonne;Saint-Michel-sur-Orge;Bois des Roches
Essonne;Brunoy;Les Hautes Mardelles
Essonne;Epinay-sous-Sénart;Cinéastes, La Plaine
Essonne;Quincy-sous-Sénart;Vieillet
Essonne;Massy/Antony (92);Le Grand Ensemble*
Hauts-de-Seine;Châtenay-Malabry;La Butte Rouge
Hauts-de-Seine;Boulogne-Billancourt;Pont de Sèvres
Hauts-de-Seine;Asnières-sur-Seine;Quartiers Nord
Hauts-de-Seine;Clichy;Entrée de Ville : Victor Hugo
Hauts-de-Seine;Colombes;Europe, Ile Marante
Hauts-de-Seine;Colombes;Fossé Jean, Gare du Stade
Hauts-de-Seine;Colombes;Petit Colombes
Hauts-de-Seine;Gennevilliers;Le Luth
Hauts-de-Seine;Gennevilliers;Les Grésillons
Hauts-de-Seine;Bagneux, Bourg-La-Reine, Fontenay-aux-Roses, Sceaux;Les Blagis*
Hauts-de-Seine;Nanterre;Chemin de l'Ile 
Hauts-de-Seine;Nanterre;Le Parc
Hauts-de-Seine;Nanterre;Petit Nanterre
Hauts-de-Seine;Nanterre;Provinces Françaises, Marcellin Berthelot, Anatole France
Hauts-de-Seine;Villeneuve-la-Garenne;La Caravelle
Hauts-de-Seine;Villeneuve-la-Garenne;Seine Sablière
Seine-Saint-Denis;Dugny;Quartier Sud
Seine-Saint-Denis;Noisy-le-Grand;Champy
Seine-Saint-Denis;Pierrefitte-sur-Seine;Les Poètes
Seine-Saint-Denis;Noisy-le-Grand;Le Pavé Neuf
Seine-Saint-Denis;Aubervilliers, Saint-Denis;Landy*
Seine-Saint-Denis;Aubervilliers, Pantin;Villette, Quatre Chemins*
Seine-Saint-Denis;Aulnay-sous-Bois;La Rose des Vents, Cité Emmaüs, Le Merisier, Les Etangs
Seine-Saint-Denis;Bagnolet;Les Coutures
Seine-Saint-Denis;Bagnolet;Malassis
Seine-Saint-Denis;Dugny, Le Blanc-Mesnil;Pont Yblon*, Quartiers Nord : Cité 212*, Grand Ensemble des Tilleuls, Cité Floréal Aviatio
Seine-Saint-Denis;Bobigny;Karl Marx, Paul Eluard
Seine-Saint-Denis;Bobigny, Drancy;L'Abreuvoir*
Seine-Saint-Denis;Bondy;Quartier Blanqui
Seine-Saint-Denis;Bondy;Quartier Nord
Seine-Saint-Denis;Clichy-sous-Bois, Montfermeil;Grand Ensemble* (Haut et Bas)
Seine-Saint-Denis;Drancy;Cité Marcel Cachin, Jules Auffrey, La Muette
Seine-Saint-Denis;Epinay-sur-Seine;La Source, Les Presles, Le Centre
Seine-Saint-Denis;Epinay-sur-Seine;Orgemont
Seine-Saint-Denis;La Courneuve;Les 4000
Seine-Saint-Denis;Montreuil;Grands Pêchers, Bel Air
Seine-Saint-Denis;Montreuil;La Noue
Seine-Saint-Denis;Montreuil;Montreau, Ruffins
Seine-Saint-Denis;Neuilly-sur-Marne;Les Fauvettes
Seine-Saint-Denis;Noisy-le-Sec;La Boissière
Seine-Saint-Denis;Noisy-le-Sec;Le Londeau
Seine-Saint-Denis;Bobigny, Pantin;Etoile, Grémillon, Pont de Pierre*, Les Courtillières*
Seine-Saint-Denis;Saint-Denis;Cité Allende
Seine-Saint-Denis;Saint-Denis;Floréal, Saussaie
Seine-Saint-Denis;Saint-Denis;Les Francs Moisins, Bel Air
Seine-Saint-Denis;Sevran;Les Beaudottes
Seine-Saint-Denis;Sevran;Pont Blanc
Seine-Saint-Denis;Sevran;Rougemont
Seine-Saint-Denis;Stains;Clos Saint Lazare, Allende
Seine-Saint-Denis;Stains;Moulin Neuf
Seine-Saint-Denis;Villetaneuse;Allende
Seine-Saint-Denis;Villetaneuse;Grandcoing
Val-de-Marne;Alfortville;Quartiers Sud (Grand Ensemble)
Val-de-Marne;Bonneuil-sur-Marne;Le Grand Ensemble, Cité Fabien
Val-de-Marne;Champigny-sur-Marne;Cité Jardins, Les Boullereaux
Val-de-Marne;Champigny-sur-Marne, Chennevières-sur-Marne;Le Bois l'Abbé*
Val-de-Marne;Champigny-sur-Marne;Les Mordacs
Val-de-Marne;Choisy-le-Roi;Les Dalles
Val-de-Marne;Créteil;Les Planètes, Bleuets, Bordières
Val-de-Marne;Créteil;Habette, Square Martinez, Côte d'Or
Val-de-Marne;Créteil;Hauts du Mont Mesly
Val-de-Marne;Créteil;Palais, Sablières
Val-de-Marne;Ivry-sur-Seine;Cité Gagarine
Val-de-Marne;Ivry-sur-Seine;Pierre et Marie Curie
Val-de-Marne;Limeil-Brévannes;Ile de France
Val-de-Marne;Limeil-Brévannes;Résidence du Parc (Saint Martin)
Val-de-Marne;Choisy-le-Roi, Orly;Le Grand Ensemble* : Les Navigateurs
Val-de-Marne;Valenton;La Lutèce
Val-de-Marne;Valenton;Les Polognes
Val-de-Marne;Villeneuve-le-Roi;Haut Pays et Gruisie
Val-de-Marne;Villeneuve-le-Roi;Quartier du Bord de l'Eau (Cité Paul Bert)
Val-de-Marne;Villeneuve-Saint-Georges;Le Bois Matar, Le Plateau
Val-de-Marne;Villeneuve-Saint-Georges;Quartier Nord
Val-de-Marne;Villiers-sur-Marne;Les Hautes Noues
Val-de-Marne;Vitry-sur-Seine;Grand Ensemble Ouest et Est : Balzac, Les Maronniers, Les Montagnards
Val-d'Oise;Saint-Ouen-l'Aumône;Chennevières
Val-d'Oise;Franconville;La Fontaine Bertin
Val-d'Oise;Cergy;Saint Christophe
Val-d'Oise;Argenteuil;Cité Joliot Curie
Val-d'Oise;Argenteuil;Val d'Argent Nord
Val-d'Oise;Argenteuil;Val d'Argent Sud
Val-d'Oise;Bezons;Quartier de l'Agriculture
Val-d'Oise;Bezons;Tête de Pont
Val-d'Oise;Argenteuil, Bezons;Val Notre Dame*
Val-d'Oise;Deuil-la-Barre, Montmagny;Quartier de la Galathée*, Quartier des Carrières et du Château*
Val-d'Oise;Montigny-lès-Cormeilles;Les Frances
Val-d'Oise;Saint-Gratien;Les Raguenets
Val-d'Oise;Garges-lès-Gonesse;Dame Blanche Nord et Ouest, La Muette
Val-d'Oise;Garges-lès-Gonesse;Les Doucettes, Les Basses Bauves
Val-d'Oise;Gonesse;La Fauconnière
Val-d'Oise;Goussainville;Grandes Bornes, Buttes aux Oies, Ampère
Val-d'Oise;Sarcelles;Chantepie, Les Rosiers
Val-d'Oise;Sarcelles;Chardonnerettes
Val-d'Oise;Sarcelles;Lochères
Val-d'Oise;Villiers-le-Bel;Les Carreaux
Val-d'Oise;Villiers-le-Bel;Puits la Marlière, Derrière les Murs de Monseigneur
Val-d'Oise;Persan;Le Village
Guadeloupe;Les Abymes, Pointe-à-Pitre;Boissard*, Mortenol, Les Lauriers*
Guadeloupe;Les Abymes;Le Raizet
Guadeloupe;Les Abymes;Grand Camp
Guadeloupe;Les Abymes, Pointe-à-Pitre;Sortie Sud Est : Carénage*, Cour Zamia, Chemin neuf*
Guadeloupe;Basse-Terre;Rivière des Pères
Guadeloupe;Basse-Terre;Le Carmel
Guadeloupe;Pointe-à-Pitre;Lauricisque
Guadeloupe;Saint-Martin;Orléans
Martinique;Fort-de-France;Dillon
Martinique;Fort-de-France;Godissart
Martinique;Fort-de-France;Terres Sainville
Martinique;Fort-de-France;Trénelle Citron
Martinique;Fort-de-France;Volga
Martinique;Le Lamentin;Quartiers Ouest : Vieux Pont, Bas Mission, Four à Chaux
Guyane;Cayenne;Village Chinois, Quartiers Sud
Guyane;Kourou;Quartier Europe, Bourg
Guyane;Kourou;Quartier Nord : Village Indien, Cité des 205
Guyane;Saint-Laurent-du-Maroni;Bourg, Charbonnière
La Réunion;Le Port;ZAC 1 et 2 
La Réunion;La Possession;ZAC Saint Laurent
La Réunion;Saint-André;La Cressonnière
La Réunion;Saint-Benoît;Quartier Rive droite, Bras Fusil
La Réunion;Saint-Denis;Camélias, Vauban
La Réunion;Saint-Denis;Commune Prima, Domenjod
La Réunion;Saint-Denis;Le Chaudron, Moufia, Cerf, Sainte Clotilde
La Réunion;Saint-Denis;La Source, Bellepierre
La Réunion;Saint-Leu;Piton Saint Leu
La Réunion;Saint-Paul;Plateau Caillou
La Réunion;Saint-Paul;La Saline
La Réunion;Saint-Pierre;Basse Terre, Jolifond
La Réunion;Saint-Pierre;Ravine des Cabris, Bois d'Olives
La Réunion;Sainte-Marie;Le Verger, La Découverte, Les Gaspards
La Réunion;Trois-Bassins;Mont Vert
Mayotte;Mamoudzou;N'Gombani
